matricula,modelo_id,ano_fabricacao,data_ultima_revisao,total_horas_voo,ativa
N-6856K,734,2007,2025-07-06,46833,True
G-215H,358,2015,2024-07-10,50074,True
D-3264S,747,2014,2024-09-19,34187,True
TC-6574V,642,2011,2024-06-16,61268,True
D-7458T,272,1996,2025-01-09,22545,False
PS-2228L,910,2022,2024-06-17,49873,True
D-609F,82,2016,2024-12-23,74103,True
D-551S,67,1999,2024-08-01,57075,True
D-1897P,223,2025,2025-12-01,17844,True
D-8140D,219,1991,2026-04-28,20922,True
D-1260V,363,1995,2024-06-08,28366,True
TC-3669E,443,1992,2025-05-25,12125,True
TC-3221Z,431,2005,2026-02-17,65256,True
PP-7993Y,306,2000,2024-08-20,6216,True
G-887B,183,1996,2025-08-16,14526,True
VH-5017C,414,2008,2024-07-25,35533,True
D-6792Q,551,2000,2024-09-14,33546,True
PS-2272G,649,1995,2025-09-07,58633,True
PU-8936W,309,2022,2026-01-25,61685,True
PT-6240E,831,1990,2026-02-16,27340,True
PU-7712L,998,2009,2025-01-05,67807,True
F-503Z,389,1995,2024-12-12,61730,True
PS-8528H,755,2015,2026-02-03,55640,True
D-1947Q,828,2003,2025-11-18,37299,True
EC-8776L,392,2008,2024-12-12,60763,True
N-4135X,435,2010,2025-05-22,48281,True
PR-5683S,773,2001,2024-07-15,24837,True
EC-2364K,111,2016,2026-05-22,76599,True
PS-508N,556,2004,2024-10-19,13478,True
VH-3088T,144,2023,2025-04-26,44896,False
PU-1504G,917,2011,2025-03-12,4802,True
PR-6506O,89,2012,2025-05-08,11449,True
HL-6083Z,860,2025,2025-07-17,50408,True
HL-8113B,16,2022,2026-05-20,61501,True
F-1208G,756,2001,2024-08-18,76765,True
PT-1897D,797,2024,2025-01-14,23416,True
B-7647T,558,2009,2025-09-26,8032,True
F-2392P,240,2007,2025-04-05,48097,True
TC-8674M,364,2025,2024-11-21,76529,True
JA-9660F,689,1993,2026-02-13,71770,True
B-3061I,780,2010,2025-03-06,43565,True
PR-3187U,97,2017,2025-02-03,31032,True
D-3986G,355,2024,2024-06-25,42412,True
VH-5770C,136,2001,2024-08-02,45758,True
D-6965U,601,2023,2025-08-28,40630,True
TC-9109E,689,2006,2024-11-11,11882,True
JA-4573E,17,2018,2025-03-16,12041,True
PR-1538X,642,2012,2024-11-11,54906,True
EC-1716Q,759,1992,2026-05-04,61952,True
VH-8252M,660,2007,2024-07-21,37718,True
VH-2931E,880,2002,2025-10-28,24654,False
TC-8285J,167,2002,2024-08-02,19525,True
PS-1559Y,715,1992,2024-06-25,40710,True
TC-9292R,55,2016,2026-04-18,73986,True
PR-6773G,899,2019,2024-08-29,18129,True
VH-3561N,441,1997,2025-12-12,48715,True
JA-9313F,186,2007,2025-02-08,77175,True
F-2752L,832,2014,2025-07-04,78629,True
G-9941T,81,2019,2025-01-22,41693,True
PU-1569H,222,1992,2025-03-15,67442,True
VH-1205C,665,2004,2025-04-05,4046,False
PR-5552R,645,1997,2025-05-12,14112,True
PU-4289Z,226,2009,2026-03-19,17995,True
VH-4548C,962,2011,2024-11-23,50743,True
TC-6019J,845,2014,2026-04-12,49386,True
PR-7327G,834,2022,2024-08-12,60297,True
N-6963D,854,1994,2026-02-23,12210,True
EC-4926U,647,1990,2024-11-19,38823,True
PT-2458P,141,2009,2025-06-07,14713,True
TC-8192L,31,1999,2024-07-16,66689,True
VH-7596G,250,2025,2025-11-23,8584,True
N-5082T,550,2012,2024-07-07,54180,True
D-5947O,486,2018,2025-12-16,60807,True
PS-2852C,654,2023,2025-11-25,50629,True
PS-3459W,455,1999,2025-12-09,49777,True
G-8726G,463,2000,2024-07-22,7134,True
N-1164Z,404,2013,2025-10-30,46726,True
EC-1148K,71,2020,2025-11-22,70993,True
PP-7303H,225,2011,2025-05-26,6995,True
PU-2780D,497,1998,2025-01-01,11469,True
F-9904Q,134,2004,2025-08-16,58011,True
PU-2266Q,146,2002,2024-10-28,38419,True
B-2434T,698,1993,2024-08-12,57536,True
PP-4007A,161,2011,2026-05-06,28057,True
TC-161Z,481,1999,2025-05-18,29476,True
PU-9057U,281,2007,2025-03-08,33783,True
TC-5657D,203,2018,2025-04-20,36884,True
F-7440B,367,2011,2024-06-23,33418,True
F-296B,367,2019,2026-02-14,23563,True
B-2613S,665,2006,2025-06-25,40153,True
PR-9464W,584,2023,2024-11-30,21201,True
PS-2399C,358,2003,2024-06-07,21957,True
HL-3097Y,803,2003,2024-10-23,31905,True
PR-1483Q,426,1996,2024-08-21,49165,True
VH-4796L,396,1993,2025-12-02,76832,True
D-8641O,130,1995,2026-05-27,8380,True
B-9179J,498,1993,2025-11-27,40254,True
HL-2845P,269,2002,2026-03-24,1206,True
PR-3852Q,681,2000,2025-05-13,48356,True
PS-6354U,231,1995,2024-11-14,45534,True
B-7676U,927,2005,2025-05-19,59761,True
PS-9207W,549,2011,2024-11-14,59093,True
VH-6918A,788,2003,2024-12-02,28155,True
G-541N,199,2012,2026-03-11,75717,True
EC-549Z,393,2018,2025-09-07,1876,True
JA-1760O,787,2011,2025-06-10,5888,True
PT-368K,251,2011,2026-02-22,17737,True
G-3008E,973,2016,2025-10-07,46846,True
PP-1803Z,113,2023,2025-10-26,54787,True
PU-7879C,199,2004,2024-07-06,36399,True
PT-2709T,102,2014,2024-08-05,70980,True
TC-932M,186,2010,2026-03-17,28038,True
B-1271G,680,2023,2026-04-20,12559,True
F-4528Q,464,2023,2026-04-12,49781,True
D-7713C,77,1991,2024-06-06,76197,True
VH-9693H,975,2002,2024-08-16,21193,False
TC-7522U,408,2001,2025-10-28,47733,True
PS-1516M,619,2013,2026-04-17,56344,True
PP-9173K,577,1995,2025-01-12,53209,True
PT-5973R,671,1999,2025-08-15,3501,True
PR-283H,821,2017,2024-10-13,56621,True
N-8889B,650,2024,2025-04-19,23708,True
PS-3700P,467,2018,2024-10-01,26777,True
N-8628T,739,2002,2024-07-31,53201,True
PU-8571K,525,2015,2026-03-06,68297,True
TC-7818W,234,2001,2026-02-12,47886,True
TC-5180H,228,2024,2025-08-04,61325,True
PP-3208I,773,1996,2025-09-23,33205,True
PS-9555T,686,1996,2026-03-26,10482,True
G-8319W,429,2001,2024-10-02,14784,True
TC-4002P,373,2017,2026-05-17,36955,True
D-2966B,387,2021,2026-04-04,79532,True
VH-2847G,576,2008,2024-10-03,19973,True
PT-8512F,407,2013,2025-12-17,37877,True
PR-1093C,760,1991,2025-11-10,29537,True
TC-327D,184,1996,2026-04-29,73827,True
PU-4849M,767,2003,2024-12-21,26112,True
EC-7404H,851,2011,2024-06-14,76861,True
JA-2619Z,502,2009,2024-06-02,6120,True
PS-2706Y,75,2004,2025-04-21,19860,True
HL-791N,716,2024,2024-08-01,34245,True
PR-5319C,335,2014,2024-11-11,26834,True
N-2134H,2,2004,2025-07-14,79740,True
HL-9434E,752,1992,2025-03-25,8824,True
B-3183U,52,2003,2025-02-16,40614,True
F-9499S,343,1996,2024-12-28,72527,True
PP-4844H,129,2013,2026-03-21,50360,True
JA-9511J,720,2025,2025-11-21,38532,True
VH-4914Z,900,2013,2025-09-06,47275,True
EC-213G,924,2002,2025-04-29,52264,True
PU-5306H,128,2011,2026-05-22,62654,True
PU-7775S,492,2013,2025-04-10,54916,True
PS-2635P,209,2002,2024-07-13,20209,True
EC-9892M,57,2007,2024-10-12,31514,True
VH-7040D,814,1995,2026-05-14,20144,True
B-7552X,10,2007,2025-10-20,27946,True
G-5834A,970,2025,2025-01-31,36957,True
B-7671E,257,1996,2026-03-28,59149,True
PR-7331R,167,2020,2024-08-07,53976,True
PT-7976V,996,1997,2024-12-29,54829,True
PR-8057I,232,2019,2024-12-12,41361,True
VH-7641Z,831,2020,2025-02-22,64328,True
PU-2271L,121,1992,2025-07-28,73289,True
N-8344R,495,2025,2025-12-14,58291,True
EC-6554P,267,2021,2024-07-04,59514,True
PS-1392M,152,2019,2026-03-12,62969,False
JA-6321S,631,2013,2025-01-02,46012,True
B-4781B,254,1999,2026-03-07,72219,True
TC-7222E,299,2019,2025-06-02,43588,True
G-6827Z,416,2025,2024-08-05,1035,True
EC-5124N,104,2008,2024-07-21,48037,True
N-1306D,827,2021,2026-03-08,44991,True
EC-6128Q,222,2023,2025-08-08,19882,True
N-7312A,607,2013,2025-12-06,55195,True
TC-2363W,622,2012,2026-03-26,52812,True
PS-155Q,336,2010,2024-06-26,36145,True
PU-3709X,422,2009,2026-02-02,36780,True
D-5108Y,808,2020,2024-06-27,75833,False
F-8376P,762,2017,2025-01-23,70900,True
PS-8513Y,985,2007,2025-02-20,76252,True
EC-8053D,761,2013,2024-07-12,57345,True
G-2463R,605,2009,2024-08-05,72964,False
B-4190W,222,2011,2026-04-27,11604,True
B-8705N,145,2015,2025-02-02,33910,True
D-9273R,55,2003,2026-01-02,57085,True
G-6947D,469,2019,2024-12-07,22805,True
VH-488F,233,1997,2026-05-19,30922,True
PP-915A,975,1995,2024-07-26,36484,True
PT-7189E,290,2009,2025-12-03,40408,False
B-539T,33,2004,2024-08-28,61326,True
PP-5068O,166,2009,2025-08-20,19701,True
PS-973L,410,2016,2025-02-11,2584,True
F-1112R,146,2002,2025-09-19,7658,False
D-9411T,177,2022,2026-05-10,37384,True
EC-5514K,350,2014,2026-04-27,33190,True
PP-6508A,967,2024,2026-05-18,15058,True
D-6178T,473,1990,2026-02-23,15356,True
B-1608S,5,2022,2025-10-02,5523,True
TC-4690O,615,2009,2025-04-13,76104,True
PR-5916C,382,2023,2024-07-17,36994,True
F-8410E,915,2013,2026-03-09,66397,True
JA-1228F,786,1993,2024-09-27,24456,True
PP-5458Z,769,2022,2025-06-11,16032,True
PU-1836N,527,2011,2025-04-13,4869,True
G-5833O,195,1996,2025-09-11,30090,True
N-1549K,384,1998,2026-01-29,73958,True
VH-2255Q,401,2016,2024-10-27,62287,True
VH-9987B,178,2002,2026-02-12,24666,True
JA-6305R,153,2025,2026-04-23,58509,True
B-1114R,724,2019,2025-11-29,3265,True
EC-5166P,162,1993,2026-04-02,44960,True
PP-9824C,751,2021,2024-12-31,60778,True
PR-8934M,236,1999,2026-02-10,65197,True
G-9770Z,833,2025,2026-05-22,33021,True
PS-2133D,170,2008,2026-01-10,6047,True
JA-8993X,879,2014,2025-06-21,766,True
PS-6636N,543,2010,2025-06-13,64701,False
PT-1827Q,377,2004,2025-09-16,42786,True
PP-3841C,856,2015,2025-05-07,33668,True
B-2102T,853,2017,2025-04-22,31802,True
G-1393Y,10,2024,2024-07-10,58566,True
EC-8637M,25,2018,2026-03-22,70398,True
G-3979R,826,1995,2025-02-11,21822,True
N-7963W,785,1999,2024-12-18,50542,True
JA-4510Q,243,2020,2026-05-11,43788,True
PR-6563W,68,2008,2025-06-27,6069,True
VH-3577K,84,2012,2026-03-18,59084,True
PR-7861J,422,2013,2026-04-25,17397,True
PS-5002R,197,1995,2025-02-15,10616,True
N-372M,318,2010,2025-03-21,30586,True
JA-9840X,934,2010,2024-09-26,53426,True
PP-4622A,106,2004,2025-02-03,67766,True
HL-5664T,853,2025,2025-06-03,56774,True
B-4404N,541,2008,2025-02-28,68276,True
PR-8416X,726,2012,2024-06-08,17964,True
PP-9011F,309,2022,2026-03-14,63021,True
B-3205E,230,2016,2024-12-31,21655,True
EC-8408U,170,2010,2024-10-11,78138,True
VH-5490C,99,2007,2024-10-19,4195,True
JA-4568Y,848,1993,2025-01-28,1809,True
PR-6496P,612,2008,2025-04-09,61188,True
HL-1667S,625,1994,2026-04-04,19768,False
VH-1868C,773,1996,2024-12-21,57062,True
JA-2498Q,192,1993,2026-01-11,45639,True
G-4700D,896,1990,2024-07-16,30347,True
VH-7562A,758,2020,2025-03-29,4975,True
EC-2413F,97,1990,2025-09-03,43079,True
VH-2739D,611,2020,2026-04-13,45717,True
N-4207P,688,1993,2024-12-23,57737,True
PS-6066T,928,2008,2025-10-29,35674,True
VH-6203D,935,1998,2026-01-02,15862,True
PR-9116N,643,2013,2025-11-21,42000,False
EC-324P,40,1996,2025-06-25,39615,True
N-8990J,456,1995,2025-04-20,52488,True
PU-4333D,327,1996,2026-01-10,30172,True
B-1687Z,711,1999,2024-08-26,40296,True
PS-7068A,127,2001,2026-01-29,61568,True
F-3070O,6,1996,2025-12-20,64342,True
PP-4207A,135,2015,2026-01-13,30959,True
JA-5395Y,433,2025,2025-06-19,71264,True
TC-6228K,163,1996,2025-02-19,4323,True
G-2332Z,612,1994,2026-03-26,55550,True
G-7975B,545,2002,2024-12-19,18614,True
F-7599R,974,1998,2026-04-16,46410,False
PS-4951B,793,1993,2024-08-23,11130,True
PR-5172O,411,2008,2025-12-27,5508,False
HL-9283C,385,1993,2025-07-09,49261,False
PP-6811C,881,2001,2024-10-03,33227,True
PS-7466J,864,2012,2025-06-24,55012,True
B-9435N,958,2022,2026-01-26,21639,True
PS-4265P,45,2018,2025-06-24,18258,True
PU-7195F,340,2021,2024-08-25,76628,True
G-8736Z,431,1998,2026-02-08,7747,True
VH-5573A,388,2020,2024-08-30,18352,True
PS-6466A,536,2005,2025-01-21,44201,True
PS-3557S,84,2023,2025-08-12,54794,True
VH-7966W,492,1991,2025-08-09,18072,True
PU-9086Y,890,2001,2026-03-06,70639,True
PS-1810Z,196,1995,2026-02-04,76546,True
TC-9395T,714,1996,2024-08-16,18036,True
G-5837W,356,2002,2025-03-26,25892,True
D-5005S,387,2008,2024-07-15,51069,True
VH-7141P,108,2008,2025-03-15,59677,True
PU-3814V,677,2013,2025-08-08,11919,True
TC-6936D,665,2021,2024-06-18,22095,True
PR-5277H,591,2006,2024-07-30,59923,True
VH-3269C,232,2004,2025-08-16,26429,True
PU-3641J,659,2010,2025-06-24,56314,True
F-6373P,79,1995,2025-11-05,44613,True
N-7966H,718,1990,2026-02-02,26779,True
TC-1158M,12,2009,2026-04-03,50663,True
PR-7993B,619,2011,2025-02-13,4990,True
PU-2384P,324,2013,2025-03-04,22300,True
N-4375B,796,2011,2026-05-10,65269,True
PT-4168N,255,2000,2025-06-17,33856,True
TC-8945U,674,2007,2024-07-04,43260,True
N-9649N,776,2016,2025-08-08,74494,True
HL-4877S,563,1998,2024-10-12,44772,True
G-1404M,109,2020,2025-04-09,10088,True
D-1951I,815,2021,2025-06-19,14153,True
N-6477H,987,1990,2025-12-27,54961,True
PR-6780V,857,2017,2025-08-01,11059,True
PP-1974Z,132,2025,2025-03-25,67859,True
PU-6947U,389,2023,2026-03-24,31062,True
JA-6322C,137,2002,2025-02-10,37068,True
G-1998C,589,1998,2026-04-22,51481,True
EC-3246B,596,1992,2024-07-08,56734,True
N-8627U,145,1999,2024-12-23,73587,True
B-171A,591,2007,2024-12-29,50599,True
TC-8797C,567,2016,2025-12-24,76396,True
EC-7012C,915,2017,2025-01-13,72332,True
VH-1423I,747,1992,2024-08-11,71974,True
EC-2172C,176,1991,2026-05-03,26393,True
PR-9185W,179,2019,2025-01-20,28543,True
G-3380U,391,2011,2026-05-06,54181,True
N-6699S,393,2012,2025-01-04,33726,True
EC-5459R,849,1999,2026-01-02,21350,True
TC-5305A,922,2009,2024-09-16,37661,True
N-6340O,35,1997,2025-09-29,54743,True
VH-9129Q,727,2012,2026-05-20,71420,True
VH-1280M,815,2012,2024-12-21,68599,True
PU-9790C,909,2007,2026-01-17,38031,True
F-6314A,355,2001,2024-09-22,46495,True
PS-4599T,579,2022,2026-01-04,44338,False
PR-8601G,517,1999,2025-04-12,34117,True
JA-9614X,846,1993,2025-06-20,1093,True
PT-5308X,263,2000,2026-02-06,21384,True
F-5044G,710,2000,2025-10-03,27632,True
PR-7820I,906,2022,2024-06-16,60704,True
JA-5856G,274,1990,2025-07-18,16151,True
VH-7716U,297,1993,2025-07-25,19274,True
N-8176G,713,2013,2024-07-19,76215,True
PP-8961Z,61,2009,2025-11-27,51685,True
PU-6918J,620,2005,2025-02-26,17612,True
G-5195Z,608,2022,2026-03-22,63341,True
D-557C,717,2022,2024-07-05,60930,True
B-3766T,834,2022,2024-07-22,43481,True
EC-8547B,411,2017,2025-02-12,53642,True
PP-4450Q,576,2013,2026-02-28,29272,False
PU-7104R,874,2017,2024-09-06,58907,True
PU-968V,8,1993,2024-11-25,48638,True
N-7249P,205,2021,2025-05-08,24553,True
PP-6870Q,792,2021,2025-11-03,50487,True
JA-2343Y,528,2024,2025-07-04,35309,True
PU-2181L,237,2004,2025-10-26,55043,False
PP-9141N,617,1991,2025-04-20,72877,True
D-5280P,545,2021,2026-01-21,26090,True
EC-4531Z,827,2008,2026-04-18,53886,True
PU-2954Q,685,2013,2024-10-17,30192,True
PU-7077E,962,1993,2025-04-17,55818,True
N-2623P,232,2011,2025-07-03,78292,True
N-5935E,543,2022,2024-12-14,6064,True
PT-8272W,411,2014,2026-04-14,51590,True
VH-8285W,879,1997,2025-09-24,42043,True
VH-3367A,650,2018,2025-05-13,47864,True
N-7470T,470,2019,2024-07-05,50199,True
F-899Y,35,1991,2025-01-15,22302,True
B-1655H,477,1998,2024-09-21,55000,True
PT-2305K,321,2025,2024-12-16,44639,True
EC-2379L,937,1998,2024-07-20,32283,True
VH-883F,845,1995,2025-04-17,15805,True
TC-1091M,294,2003,2025-12-17,55989,True
TC-7296O,759,2008,2025-08-13,33675,True
VH-7731J,834,2000,2025-10-31,5758,True
PR-3606D,574,2001,2025-06-29,63247,True
G-9582Y,678,2001,2024-08-31,13887,True
PT-7134X,777,2020,2025-01-16,60683,True
PR-8690M,404,2007,2024-09-26,58725,True
TC-9129W,758,1993,2026-04-11,16732,True
EC-2399O,984,2024,2026-05-07,13453,True
F-9625Z,364,2001,2026-05-22,61866,True
G-9529A,654,2002,2024-06-06,3995,True
PU-5752D,176,2018,2025-05-13,77876,True
TC-6886X,978,2019,2025-03-25,12182,True
PS-7978B,105,2022,2025-10-27,15941,True
JA-7377G,868,2012,2025-07-25,45582,True
HL-8181Q,263,2013,2024-08-02,15736,True
JA-1136A,380,2003,2025-05-09,65614,True
PS-5154Y,630,2024,2025-10-22,58465,True
D-9039U,880,2007,2024-06-10,14323,True
B-6437P,607,2018,2024-07-06,67845,False
G-9085J,477,2016,2025-05-01,16457,True
JA-9542S,412,2018,2025-07-22,21680,True
PS-3328J,999,2014,2024-08-01,9545,True
F-9431D,898,2021,2026-05-03,62475,True
HL-2672B,212,2021,2024-12-24,70041,True
PT-2135R,631,2008,2024-11-19,59343,True
PT-7599S,586,2002,2025-04-28,69042,True
F-4217R,499,2024,2025-03-08,54114,True
F-2740I,400,2024,2025-08-23,58329,True
G-8846L,784,2012,2025-06-03,8723,True
PS-1493F,497,2020,2024-09-29,27979,True
HL-2194Z,893,2024,2025-11-05,11300,True
TC-113I,858,2002,2026-05-26,53230,True
JA-2398S,850,1996,2024-11-24,42724,True
VH-6436G,619,2008,2025-09-07,44612,True
PP-9043K,714,2023,2026-01-04,73884,True
PS-172Q,967,2023,2025-10-20,10857,True
EC-1750Z,123,2010,2026-02-03,79587,True
D-2448Z,270,2023,2025-05-31,27607,True
PR-6808P,884,2008,2025-04-02,8568,True
D-1989E,242,2023,2025-04-17,71918,True
PS-9981U,988,2021,2025-12-26,51188,True
D-8486T,621,2021,2024-08-22,23203,True
PS-8168E,318,2003,2025-11-14,56908,True
TC-5612E,208,2013,2024-07-08,54457,True
D-1747A,680,2022,2025-01-31,73912,True
D-3226G,843,2011,2024-12-14,54675,True
B-3273U,936,1990,2024-09-04,69762,True
PU-8251C,590,2013,2026-04-05,29985,True
PS-833X,988,2019,2025-05-24,58948,True
HL-2054Q,478,1996,2026-01-31,49532,True
PU-5231U,804,2021,2024-08-05,67236,True
PS-9407S,821,2020,2025-02-07,38011,True
N-3913D,830,1998,2024-07-01,24770,True
PU-6774U,614,2000,2024-06-24,73948,True
F-3803O,799,1993,2026-02-10,9350,True
D-2056B,859,1995,2025-06-20,6236,True
F-4062U,848,2003,2025-05-03,28918,True
PP-9753O,927,2019,2024-06-12,33261,True
N-2932P,841,2017,2024-08-03,79094,True
G-3105U,955,2009,2025-11-18,19665,True
PS-8101N,412,2004,2026-03-10,58838,True
JA-4182C,229,1992,2026-04-09,56212,True
PT-2424U,209,2021,2025-05-23,69701,True
EC-4204H,206,2025,2025-02-27,25106,True
G-4393V,365,2009,2026-01-11,71239,True
PS-9877L,265,2025,2024-08-27,12942,True
PT-4648S,532,2020,2025-12-05,12677,False
JA-2766X,634,2017,2025-12-30,66202,True
PP-2185J,665,2012,2025-07-24,78277,True
PU-7792E,111,2011,2026-04-16,45077,True
PP-5630E,383,2022,2024-06-06,65641,True
VH-8461E,914,1994,2024-06-06,18651,True
PR-2447G,514,1997,2026-05-01,32790,False
VH-4197T,878,1993,2025-05-16,78186,True
PS-1512H,207,1996,2026-05-11,20200,True
N-6885Y,720,2025,2025-06-04,477,True
PS-4264Q,620,2005,2025-08-05,54473,True
EC-4888L,643,2012,2024-12-13,61640,False
JA-7662F,484,2022,2024-10-19,46290,True
B-9507X,911,2023,2025-06-30,60992,True
B-5633W,829,2021,2025-01-08,27827,True
G-4470D,258,1998,2025-03-14,70025,True
VH-172D,573,1995,2025-03-10,2195,True
PP-9657A,902,1993,2025-05-22,24253,True
JA-1456A,456,2016,2025-05-07,31952,True
G-119E,5,2011,2024-08-20,12474,False
EC-3311F,752,2023,2025-07-18,21405,True
JA-5918E,574,2012,2025-09-30,46999,True
TC-529Y,133,2022,2025-04-30,9691,True
N-2276R,667,2005,2026-05-18,32237,True
PP-8987X,346,2010,2025-06-12,63622,True
G-7927T,397,2002,2025-06-11,7132,True
PS-5901S,532,2023,2026-02-12,52065,False
PR-185A,287,2015,2024-07-07,67641,True
PP-5077Z,98,2011,2025-05-04,7183,True
N-2701W,953,2003,2025-04-30,26405,True
PR-1932S,105,2016,2025-06-16,41928,False
PP-9911Q,901,1993,2024-09-11,52935,True
N-1709L,137,2018,2025-11-18,4234,True
PP-8026I,2,1997,2024-08-12,18990,True
TC-7058U,789,2019,2025-09-14,54738,True
PU-9904W,756,2010,2025-12-17,39382,True
G-8176C,599,1999,2024-10-03,18011,True
D-8959Y,928,1999,2026-02-12,21705,True
VH-3955V,143,2012,2026-03-06,71451,True
PR-8282M,99,1998,2024-10-17,76877,True
HL-7929A,440,2013,2025-08-05,29478,True
TC-6589D,151,1995,2026-01-13,15089,True
PS-7670T,157,2022,2024-11-29,11799,True
HL-8661B,159,2000,2025-01-20,67212,True
JA-5605X,526,2019,2025-08-31,34561,True
B-4488D,672,1998,2026-04-04,37969,False
PS-8811I,192,2023,2024-09-01,67560,True
HL-5819X,742,1994,2024-12-20,10620,True
VH-2901P,762,1990,2024-11-08,20571,True
TC-6032F,535,2013,2024-06-10,73860,True
PS-4838J,431,2004,2025-10-08,28010,True
PT-1327T,780,2006,2025-09-04,63092,False
HL-1258P,891,1999,2026-02-09,31177,True
G-3748U,88,1991,2024-09-27,13839,True
JA-790O,648,2017,2024-08-27,20018,True
TC-8385L,355,2017,2025-03-10,60465,True
PS-853C,447,2021,2024-10-03,40208,True
PS-651E,989,1996,2025-05-19,16740,True
HL-7241M,241,2000,2024-10-17,57323,True
PS-9721L,979,2023,2026-01-01,37701,True
TC-2621Q,713,2014,2025-03-11,38950,True
G-4535D,129,2014,2025-09-28,55243,True
N-9767N,518,2004,2025-06-13,21606,True
PS-3705C,492,2020,2025-07-22,64980,True
G-4933Y,605,2005,2024-11-21,27553,True
B-4358M,564,1995,2024-11-01,62029,True
N-5701P,952,2010,2025-04-26,72759,True
F-871M,387,2022,2026-03-07,49532,True
PR-9841M,668,2025,2025-05-28,46392,True
PR-8025L,399,2016,2026-05-11,27501,True
JA-2957H,200,2024,2025-01-05,72434,True
B-842V,986,1994,2026-02-01,61221,True
N-8879A,961,2007,2025-11-18,79371,True
N-6903V,429,1993,2024-07-14,28578,True
JA-3061G,696,2025,2026-04-28,3272,True
B-5394L,493,2025,2025-07-13,11327,True
PU-6717G,154,2012,2025-11-10,15340,True
VH-6816O,317,2019,2025-08-23,7171,True
PS-7740L,973,2015,2024-08-20,14100,True
PR-4201F,285,2006,2024-10-12,53088,True
B-5080X,889,1995,2025-11-17,55820,True
VH-8265I,591,2019,2026-01-21,36102,True
EC-5957Z,804,2025,2024-07-06,30184,True
PR-4451Q,207,1997,2025-02-25,67263,True
B-1183D,560,1997,2025-09-05,39097,True
N-621N,108,2025,2025-08-29,57436,True
G-4172I,675,2007,2026-02-19,3041,True
PR-8702R,183,2009,2024-12-26,61607,True
B-2264U,145,2000,2026-02-19,65019,True
PS-438U,803,1995,2025-01-10,58494,True
PP-3072W,628,2002,2025-11-18,76686,True
HL-1120X,911,2022,2025-05-29,46124,True
N-3777F,491,2021,2025-10-02,61138,True
N-6200V,828,1993,2026-04-15,27544,True
PT-8871C,794,2014,2026-01-23,18720,True
JA-7847N,418,2010,2025-04-01,77313,False
HL-3382I,778,2020,2025-09-03,46605,True
PU-4866K,79,1993,2025-12-24,14114,True
N-9432R,258,2011,2026-03-22,47307,True
N-6896E,220,2001,2025-07-21,9108,True
PT-4604W,998,1990,2026-04-01,13584,True
VH-6406I,195,2012,2025-07-26,61522,True
PT-8263A,961,1999,2024-06-24,78660,True
B-3029P,947,1998,2024-08-11,7231,True
PP-9477I,368,2011,2024-10-16,37794,True
JA-7793F,442,1995,2025-11-05,34644,True
PU-8622G,952,2006,2026-01-24,13087,True
N-8206F,222,1993,2024-10-08,72839,True
PT-2386U,422,2008,2025-02-22,36048,True
N-6031C,477,2003,2026-01-09,61911,True
PU-2296V,239,2022,2025-04-12,19282,True
EC-2632K,419,2011,2026-02-11,72499,True
G-3346P,724,2016,2024-09-10,65563,True
F-7839I,915,1999,2024-07-19,41259,True
PU-3352P,931,2005,2025-07-20,48485,True
PT-8817C,359,2022,2024-11-16,155,True
B-4263S,703,2007,2025-04-20,64353,True
G-2749P,231,2024,2024-08-15,61025,True
F-8986N,196,2010,2025-12-31,77199,True
PT-6793S,951,2004,2024-06-13,29439,True
VH-3180M,931,1995,2026-03-31,34913,True
HL-6522T,764,2013,2025-08-10,28560,True
G-8490R,895,1999,2025-07-26,38144,True
JA-1554T,861,2007,2024-07-01,15322,True
HL-2769S,331,2008,2024-09-25,59448,False
PU-9126T,623,2002,2025-03-06,11460,True
